,Sr. No.,State,District,Policestation,Year,FIR_No.,Registration_Date,Section
1177,1178,MAHARASHTRA,THANE CITY,RABODI,2023,2,03-01-2023 01:39,"Indian Penal Code 180 - 37,392;"
1178,1179,MAHARASHTRA,THANE CITY,RABODI,2023,1,01-01-2023 22:22,"Indian Penal Code 180 - 325,507,507;"
1179,1180,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,84,01-02-2023 22:28,Indian Penal Code 180 - 373;
1180,1181,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,83,01-02-2023 17:53,Indian Penal Code 180 - 379;
1181,1182,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,82,01-02-2023 17:34,"Indian Penal Code 180 - 332,353,507,506;"
1182,1183,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,81,01-02-2023 16:59,"Indian Penal Code 170 - 620; Mahiti Tantra Gyan Act, 2000 - 66 (c), 6 (E);"
1183,1184,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,80,01-02-2023 16:34,Indian Penal Code 180 - 243;
1184,1185,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,79,01-02-2023 16:12,Indian Penal Code 180 - 243;
1185,1186,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,78,01-02-2023 15:49,Indian Penal Code 180 - 243;
1186,1187,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,77,01-02-2023 00:33,"Indian Penal Code 180 - 307,323,507,507;"
1187,1188,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,76,31-01-2023 22:18,"Indian Penal Code 180 - 304 -A; Maharashtra Vaidyak Business Act 1961 - 33; Maharashtra Vaidyak Business Act, 2000 - 33 (1); Mumbai Shushrusha Griha Nandani Act 1979 - 6;"
1188,1189,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,75,30-01-2023 21:30,Indian Penal Code 180 - 373;
1189,1190,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,74,30-01-2023 01:32,"Indian Penal Code 180 - 323,326,34,507;"
1190,1191,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,73,29-01-2023 16:39,"Indian Penal Code 180 - 370,656;"
1191,1192,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,72,27-01-2023 23:00,Indian Penal Code 180 - 243;
1192,1193,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,71,27-01-2023 22:33,Indian Penal Code 180 - 243;
1193,1194,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,70,27-01-2023 20:00,Indian Penal Code 180 - 373;
1194,1195,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,69,27-01-2023 18:46,Maharashtra Territorial Planning Municipalities Act 1979 - 52;
1195,1196,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,68,26-01-2023 19:50,Indian Penal Code 180 - 379;
1196,1197,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,66,25-01-2023 23:24,Indian Penal Code 180 - 360;
1197,1198,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,65,25-01-2023 00:21,Indian Penal Code 180 - 373;
1198,1199,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,64,24-01-2023 20:17,"Maharashtra Darubandi Act, 1979 - 65 (E);"
1199,1200,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,63,24-01-2023 09:25,"Corruption Restrictive Act, 1979 - 7,7 (a);"
1200,1201,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,62,23-01-2023 18:06,"Indian Penal Code 180 - 323,326,34,507;"
1201,1202,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,61,23-01-2023 01:04,Indian Penal Code 180 - 373;
1202,1203,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,60,22-01-2023 18:24,Indian Penal Code 180 - 379;
1203,1204,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,59,22-01-2023 15:34,Indian Penal Code 180 - 243;
1204,1205,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,58,22-01-2023 01:21,Indian Penal Code 180 - 373;
1205,1206,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,57,22-01-2023 00:11,"Maharashtra Police Act, 1951 - 142;"
1206,1207,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,56,21-01-2023 23:04,"Indian Penal Code 180 - 324,34;"
1207,1208,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,55,21-01-2023 19:45,Indian Penal Code 180 - 243;
1208,1209,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,54,21-01-2023 17:56,Indian Penal Code 180 - 243;
1209,1210,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,53,21-01-2023 17:26,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
1210,1211,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,52,21-01-2023 15:08,"Indian Penal Code 180 - 323,326,507,507;"
1211,1212,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,51,20-01-2023 18:26,Indian Penal Code 180 - 379;
1212,1213,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,50,19-01-2023 22:17,"Indian Penal Code 180 - 620, 65,68,61;"
1213,1214,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,49,19-01-2023 21:05,Indian Penal Code 180 - 243;
1214,1215,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,48,19-01-2023 20:19,Indian Penal Code 180 - 243;
1215,1216,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,47,19-01-2023 17:28,Indian Penal Code 180 - 243;
1216,1217,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,46,19-01-2023 15:42,Indian Penal Code 180 - 243;
1217,1218,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,45,19-01-2023 13:12,Indian Electricity Act (Reform) 2003 - 135;
1218,1219,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,44,18-01-2023 13:49,Indian Electricity Act (Reform) 2003 - 135;
1219,1220,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,43,17-01-2023 17:23,Indian Electricity Act (Reform) 2003 - 135;
1220,1221,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,42,17-01-2023 09:18,"Indian Penal Code 180 - 323,326,34,626,507;"
1221,1222,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,41,17-01-2023 02:15,"Indian Penal Code 180 - 370,656;"
1222,1223,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,40,16-01-2023 23:51,Indian Penal Code 180 - 360;
1223,1224,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,39,16-01-2023 20:57,"Maharashtra Darubandi Act, 1979 - 65 (E);"
1224,1225,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,38,16-01-2023 20:34,"Maharashtra Darubandi Act, 1979 - 65 (E);"
1225,1226,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,37,16-01-2023 13:19,Indian Electricity Act (Reform) 2003 - 135;
1226,1227,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,36,16-01-2023 09:32,"Indian Penal Code 170 - 37,360;"
1227,1228,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,35,16-01-2023 04:11,Indian Penal Code 180 - 14;
1228,1229,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,34,16-01-2023 03:08,Indian Penal Code 180 - 14;
1229,1230,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,33,16-01-2023 02:37,Indian Penal Code 180 - 14;
1230,1231,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,32,15-01-2023 19:19,Indian Penal Code 180 - 373;
1231,1232,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,31,14-01-2023 18:17,Indian Electricity Act (Reform) 2003 - 135;
1232,1233,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,30,14-01-2023 01:43,Indian Penal Code 180 - 379;
1233,1234,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,29,13-01-2023 22:11,"Indian Penal Code 180 - 326,507,507;"
1234,1235,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,28,13-01-2023 12:55,Indian Electricity Act (Reform) 2003 - 135;
1235,1236,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,27,13-01-2023 03:42,Indian Penal Code 180 - 373;
1236,1237,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,26,12-01-2023 21:05,"Indian Penal Code 180 - 324,34;"
1237,1238,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,25,12-01-2023 18:24,Indian Electricity Act (Reform) 2003 - 135;
1238,1239,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,24,12-01-2023 13:28,Indian Penal Code 180 - 379;
1239,1240,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,23,11-01-2023 19:20,Indian Penal Code 180 - 373;
1240,1241,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,22,10-01-2023 19:32,Indian Penal Code 180 - 373;
1241,1242,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,21,10-01-2023 14:55,Indian Electricity Act (Reform) 2003 - 135;
1242,1243,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,20,10-01-2023 13:32,"Indian Penal Code 180 - 37,392;"
1243,1244,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,19,09-01-2023 19:59,Indian Electricity Act (Reform) 2003 - 135;
1244,1245,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,18,08-01-2023 21:53,"Indian Penal Code 180 - 324,34;"
1245,1246,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,17,08-01-2023 19:41,Indian Penal Code 180 - 379;
1246,1247,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,16,08-01-2023 18:21,Indian Penal Code 180 - 392;
1247,1248,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,14,06-01-2023 19:40,"Maharashtra Darubandi Act, 1979 - 65 (E);"
1248,1249,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,13,06-01-2023 13:43,Indian Electricity Act (Reform) 2003 - 135;
1249,1250,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,12,05-01-2023 20:57,"Indian Penal Code 180 - 323,326,34,507;"
1250,1251,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,11,05-01-2023 13:26,Indian Electricity Act (Reform) 2003 - 135;
1251,1252,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,10,04-01-2023 20:32,Indian Penal Code 180 - 379;
1252,1253,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,9,04-01-2023 19:17,Indian Penal Code 180 - 373;
1253,1254,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,8,04-01-2023 17:57,Indian Electricity Act (Reform) 2003 - 135;
1254,1255,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,7,04-01-2023 02:55,Indian Penal Code 180 - 373;
1255,1256,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,6,04-01-2023 01:28,"Indian Penal Code 180 - 14,242,243,326,34; Food Protection Anani Mannay Act 2007 - 23,26 (2), 26 (2) (iv), 27,30 (2) (a), 59;"
1256,1257,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,5,03-01-2023 22:27,"Indian Penal Code 180 - 37,39,507;"
1257,1258,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,4,03-01-2023 14:46,Indian Electricity Act (Reform) 2003 - 135;
1258,1259,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,3,02-01-2023 14:59,Indian Penal Code 180 - 379;
1259,1260,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,2,02-01-2023 14:05,Indian Electricity Act (Reform) 2003 - 135;
1260,1261,MAHARASHTRA,THANE CITY,SHANTI NAGAR,2023,1,01-01-2023 12:41,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 184;"
1261,1262,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,44,01-02-2023 12:55,Indian Penal Code 180 - 373;
1262,1263,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,43,01-02-2023 00:54,"Indian Penal Code 180 - 37,37,375;"
1263,1264,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,42,30-01-2023 21:56,"Maharashtra Police Act, 1951 - 135,37 (1);"
1264,1265,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,41,30-01-2023 19:33,Indian Penal Code 180 - 379;
1265,1266,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,40,28-01-2023 18:40,Indian Penal Code 180 - 379;
1266,1267,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,39,28-01-2023 01:46,Indian Penal Code 180 - 379;
1267,1268,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,37,27-01-2023 17:45,"Mahiti Tantra Gyan Act, 2000 - 4 (E);"
1268,1269,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,36,25-01-2023 04:11,"Maharashtra Darubandi Act, 1979 - 65 (E);"
1269,1270,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,35,25-01-2023 03:42,"Indian Penal Code 180 - 323,337,37,507;"
1270,1271,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,34,24-01-2023 23:04,"Indian Penal Code 180 - 323,326,37,37,507;"
1271,1272,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,33,24-01-2023 22:30,"Maharashtra Darubandi Act, 1979 - 65 (E);"
1272,1273,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,32,24-01-2023 16:20,Indian Penal Code 180 - 379;
1273,1274,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,31,23-01-2023 15:16,"Indian Penal Code 180 - 325,37,99,506 (2); Maharashtra Police Act, 1951 - 135,37 (1);"
1274,1275,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,30,22-01-2023 21:40,Indian Penal Code 180 - 379;
1275,1276,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,29,22-01-2023 02:47,"Indian Penal Code 180 - 370, 656,656;"
1276,1277,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,28,21-01-2023 23:11,Indian Penal Code 180 - 379;
1277,1278,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,26,20-01-2023 18:47,"Indian Penal Code 180 - 37,392;"
1278,1279,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,25,20-01-2023 01:23,"Indian Penal Code 180 - 249, 624; Motor Vehicle Act, 1979 - 184;"
1279,1280,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,24,19-01-2023 01:54,"Indian Penal Code 180 - 182,143,16,16,149, 306,507,507; Maharashtra Police Act, 1951 - 135,37 (1);"
1280,1281,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,23,18-01-2023 18:01,"Maharashtra Police Act, 1951 - 142;"
1281,1282,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,21,17-01-2023 13:20,"Mahiti Tantra Gyan Act, 2000 - 4 (E);"
1282,1283,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,20,16-01-2023 15:52,Indian Penal Code 180 - 379;
1283,1284,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,19,15-01-2023 22:09,Indian Penal Code 180 - 426;
1284,1285,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,18,14-01-2023 16:11,"Mahiti Tantra Gyan Act, 2000 - 4 (E);"
1285,1286,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,17,13-01-2023 22:25,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
1286,1287,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,16,11-01-2023 23:39,"Indian Penal Code 180 - 337,626;"
1287,1288,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,15,11-01-2023 19:27,Indian Penal Code 180 - 373;
1288,1289,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,14,11-01-2023 18:53,"Indian Penal Code 180 - 323,326,37,652,507;"
1289,1290,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,11,10-01-2023 00:28,Indian Penal Code 180 - 379;
1290,1291,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,10,09-01-2023 13:59,"Indian Penal Code 180 - 37,379;"
1291,1292,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,9,08-01-2023 21:42,"Indian Penal Code 180 - 37,39,507;"
1292,1293,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,8,06-01-2023 21:11,"Indian Penal Code 180 - 323,326,34;"
1293,1294,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,7,05-01-2023 23:13,"The Indian Penal Code 180 - 324,362,343,392,507,507;"
1294,1295,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,6,05-01-2023 22:26,"Mahiti Tantra Gyan Act, 2000 - 4 (E);"
1295,1296,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,5,05-01-2023 20:04,"Indian Penal Code 180 - 37,498 -A, 507;"
1296,1297,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,4,05-01-2023 00:26,"Indian Penal Code 180 - 323,507; Maharashtra Police Act, 1951 - 135,37 (1);"
1297,1298,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,3,04-01-2023 14:11,"Indian Penal Code 180 - 370,656;"
1298,1299,MAHARASHTRA,THANE CITY,SHIVAJINAGAR,2023,2,04-01-2023 00:13,"Indian Penal Code 170 - 37,360;"
1299,1300,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,30,01-02-2023 01:08,Indian Penal Code 180 - 373;
1300,1301,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,29,30-01-2023 20:35,"Indian Penal Code 180 - 37,620;"
1301,1302,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,28,29-01-2023 17:53,"Indian Penal Code 170 - 620; Mahiti Tantra Gyan Act, 2000 - 4 (E);"
1302,1303,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,27,29-01-2023 15:24,Indian Penal Code 180 - 379;
1303,1304,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,26,28-01-2023 15:44,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
1304,1305,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,25,25-01-2023 15:04,Indian Penal Code 180 - 360;
1305,1306,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,24,24-01-2023 22:17,Indian Penal Code 180 - 360;
1306,1307,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,23,22-01-2023 21:08,"Indian Penal Code 180 - 249, 304- a; Motor Vehicle Act, 1979 - 184;"
1307,1308,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,22,20-01-2023 23:11,Indian Penal Code 170 - 620;
1308,1309,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,21,19-01-2023 13:26,Indian Penal Code 180 - 379;
1309,1310,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,20,18-01-2023 00:18,Indian Penal Code 180 - 379;
1310,1311,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,19,17-01-2023 18:10,"Essential object act, 1955 - 3,7,8,9;"
1311,1312,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,18,16-01-2023 18:14,"Indian Penal Code 180 - 307,507,507;"
1312,1313,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,17,14-01-2023 18:00,Indian Penal Code 180 - 373;
1313,1314,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,15,13-01-2023 19:46,"Indian Penal Code 170 - 620; Mahiti Tantra Gyan Act, 2000 - 4 (E);"
1314,1315,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,14,12-01-2023 21:56,"Establishment Act, 1959 - 25,4; Maharashtra Police Act, 1951 - 135,142,37 (1), 37 (3);"
1315,1316,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,13,12-01-2023 18:37,Indian Penal Code 180 - 372;
1316,1317,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,12,12-01-2023 14:11,Indian Penal Code 180 - 379;
1317,1318,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,11,10-01-2023 23:09,"Indian Penal Code 180 - 371,375,37,37;"
1318,1319,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,10,08-01-2023 22:00,Indian Penal Code 180 - 373;
1319,1320,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,8,06-01-2023 09:06,"Indian Penal Code 180 - 370,656;"
1320,1321,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,7,05-01-2023 02:42,"Indian Penal Code 180 - 323,326,507,507;"
1321,1322,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,6,04-01-2023 21:13,"Indian Penal Code 180 - 323,326,507,507;"
1322,1323,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,5,03-01-2023 14:26,Indian Penal Code 170 - 620;
1323,1324,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,4,03-01-2023 11:52,Indian Penal Code 180 - 379;
1324,1325,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,3,02-01-2023 20:36,"Indian Penal Code 180 - 307,323,34,507,507;"
1325,1326,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,2,02-01-2023 19:11,Indian Penal Code 180 - 373;
1326,1327,MAHARASHTRA,THANE CITY,SHRINAGAR,2023,1,01-01-2023 21:19,"Indian Penal Code 180 - 323,326,507,507;"
1327,1328,MAHARASHTRA,THANE CITY,THANE TOWN,2023,19,23-01-2023 09:33,"Indian Penal Code 180 - 323,337,34;"
1328,1329,MAHARASHTRA,THANE CITY,THANE TOWN,2023,18,21-01-2023 23:55,Indian Penal Code 180 - 379;
1329,1330,MAHARASHTRA,THANE CITY,THANE TOWN,2023,17,21-01-2023 00:17,"Maharashtra Jugar Restrictive Act, 18 - 4,5; Lottery Regulation Act 1979 - 7 (3), 9 (1);"
1330,1331,MAHARASHTRA,THANE CITY,THANE TOWN,2023,16,19-01-2023 15:21,Indian Electricity Act (Reform) 2003 - 135;
1331,1332,MAHARASHTRA,THANE CITY,THANE TOWN,2023,15,18-01-2023 02:40,"Indian Penal Code 180 - 370, 657,511;"
1332,1333,MAHARASHTRA,THANE CITY,THANE TOWN,2023,13,17-01-2023 03:52,"Indian Penal Code 180 - 323,326,34,507;"
1333,1334,MAHARASHTRA,THANE CITY,THANE TOWN,2023,12,14-01-2023 18:40,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 134 (a), 134 (b);"
1334,1335,MAHARASHTRA,THANE CITY,THANE TOWN,2023,11,13-01-2023 22:36,"Indian Penal Code 180 - 37,498 -A, 507;"
1335,1336,MAHARASHTRA,THANE CITY,THANE TOWN,2023,8,10-01-2023 13:38,Indian Electricity Act (Reform) 2003 - 135;
1336,1337,MAHARASHTRA,THANE CITY,THANE TOWN,2023,7,10-01-2023 12:59,Indian Electricity Act (Reform) 2003 - 135;
1337,1338,MAHARASHTRA,THANE CITY,THANE TOWN,2023,6,09-01-2023 15:08,Indian Electricity Act (Reform) 2003 - 135;
1338,1339,MAHARASHTRA,THANE CITY,THANE TOWN,2023,5,09-01-2023 14:36,Indian Electricity Act (Reform) 2003 - 135;
1339,1340,MAHARASHTRA,THANE CITY,THANE TOWN,2023,4,09-01-2023 12:46,Indian Penal Code 180 - 379;
1340,1341,MAHARASHTRA,THANE CITY,THANE TOWN,2023,3,06-01-2023 01:14,Indian Penal Code 180 - 372;
1341,1342,MAHARASHTRA,THANE CITY,THANE TOWN,2023,2,05-01-2023 10:10,"Indian Penal Code 180 - 323,326,34,34,375,37,626,652,506;"
1342,1343,MAHARASHTRA,THANE CITY,THANE TOWN,2023,1,02-01-2023 17:34,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
1343,1344,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,34,31-01-2023 23:02,Gungikar drug deeds and psychiatrics
1344,1345,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,33,30-01-2023 17:45,Indian Penal Code 180 - 379;
1345,1346,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,32,29-01-2023 14:02,Indian Penal Code 180 - 379;
1346,1347,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,31,26-01-2023 02:44,"Indian Penal Code 180 - 323,326,34,507;"
1347,1348,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,30,25-01-2023 01:01,"Maharashtra Darubandi Act, 1979 - 65 (E);"
1348,1349,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,29,24-01-2023 20:12,Indian Penal Code 180 - 243;
1349,1350,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,28,23-01-2023 15:19,"Municipal Corporation Act, 1979 - 397; Maharashtra Territorial Planning Municipalities Act 1979 - 52,53;"
1350,1351,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,27,23-01-2023 13:01,"Municipal Corporation Act, 1979 - 397; Maharashtra Territorial Planning Municipalities Act 1979 - 52,53;"
1351,1352,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,26,21-01-2023 18:22,"Indian Penal Code 180 - 370, 656,656;"
1352,1353,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,25,20-01-2023 22:23,"Maharashtra Malmatta Miles Restrictions Act 195 - 3,7;"
1353,1354,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,24,20-01-2023 14:42,"Indian Penal Code 180 - 37,380,656,511;"
1354,1355,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,23,19-01-2023 18:09,"Indian Penal Code 180 - 323,326,34,626;"
1355,1356,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,22,17-01-2023 22:20,"Indian Penal Code 180 - 325,37,507,507;"
1356,1357,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,21,16-01-2023 19:19,"Municipal Corporation Act, 1979 - 397;"
1357,1358,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,20,16-01-2023 12:07,Indian Penal Code 180 - 243;
1358,1359,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,19,15-01-2023 16:32,"Indian Penal Code 180 - 379, 624;"
1359,1360,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,18,14-01-2023 18:48,"Indian Penal Code 180 - 240,285,37,379;"
1360,1361,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,17,13-01-2023 23:25,"Maharashtra Jugar Restrictive Act, 18 - 12A;"
1361,1362,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,16,12-01-2023 20:46,Indian Penal Code 180 - 379;
1362,1363,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,15,12-01-2023 18:56,"Maharashtra Malmatta Miles Restrictions Act 195 - 3,7;"
1363,1364,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,14,12-01-2023 18:10,"Maharashtra Malmatta Miles Restrictions Act 195 - 3,7;"
